"","alpha","dis_result0","baba_result0","jnj_result0","fb_result0"
"1",0.01,0,0,0,1
"2",0.05,0,0,0,1
"3",0.1,0,0,0,1
"4",0.2,0,0,0,1
"5",0.3,0,0,0,1
"6",0.4,0,0,0,1
"7",0.5,0,0,0,1
"8",0.6,0,0,0,1
"9",0.7,0,0,0,1
"10",0.8,0,0,0,1
"11",0.9,0,0,0,1
"12",0.95,0,0,0,1
"13",0.99,0,0,0,1
