"","alpha","q_result9"
"1",0.01,0
"2",0.05,0
"3",0.1,0
"4",0.2,0
"5",0.3,0
"6",0.4,0
"7",0.5,0
"8",0.6,0.302355628671157
"9",0.7,0.916442046658596
"10",0.8,1.759075954634
"11",0.9,3.11278313485067
"12",0.95,4.86285228326096
"13",0.99,7.77858258693472
