"Dates","DIS","BABA","JNJ","FB"
"2016-09-16",89.034416,104.639999,111.441658,129.070007
"2016-09-19",89.101738,103.029999,110.885651,128.649994
"2016-09-20",89.409569,101.360001,111.158936,128.639999
"2016-09-21",88.870903,106,112.063667,129.940002
"2016-09-22",89.852043,109.360001,112.582008,130.080002
"2016-09-23",89.717377,107.709999,111.969421,127.959999
"2016-09-26",88.457268,105.889999,110.998734,127.309998
"2016-09-27",88.22641,108.260002,112.355827,128.690002
"2016-09-28",88.688126,108.75,112.516029,129.229996
"2016-09-29",88.30336,105.550003,110.518097,128.089996
"2016-09-30",89.322998,105.790001,111.328575,128.270004
"2016-10-03",88.967079,105.379997,111.969421,128.770004
"2016-10-04",89.063263,105.449997,111.978844,128.190002
"2016-10-05",88.928604,106.959999,112.318123,128.470001
"2016-10-06",89.294128,107.080002,111.912888,128.740005
"2016-10-07",88.967079,106,112.374664,128.990005
"2016-10-10",88.967079,108.410004,112.902428,130.240005
"2016-10-11",88.361076,105.230003,110.866798,128.880005
"2016-10-12",87.92823,103.620003,111.17778,129.050003
"2016-10-13",87.649269,102.150002,111.451111,127.82
"2016-10-14",87.822411,101.849998,110.791405,127.879997
"2016-10-17",87.370308,102.839996,111.667862,127.540001
"2016-10-18",87.697357,103.339996,108.765182,128.570007
"2016-10-19",88.428413,103.93,107.992386,130.110001
"2016-10-20",88.524605,103.849998,108.256279,130
"2016-10-21",89.486519,103.940002,106.908615,132.070007
"2016-10-24",89.813568,104.5,107.068825,133.279999
"2016-10-25",89.217186,104.220001,107.398674,132.289993
"2016-10-26",89.928986,102.779999,107.964127,131.039993
"2016-10-27",90.438797,102.379997,109.038483,129.690002
"2016-10-28",90.275276,101.93,108.689796,131.289993
"2016-10-31",89.159462,101.690002,109.31179,130.990005
"2016-11-01",88.870903,101.150002,108.699203,129.5
"2016-11-02",88.409172,98.510002,108.246849,127.169998
"2016-11-03",89.813568,97.75,108.407059,120
"2016-11-04",88.928604,97.57,108.48246,120.75
"2016-11-07",90.833191,99.349998,109.943222,122.150002
"2016-11-08",90.785088,99.849998,110.310753,124.220001
"2016-11-09",91.035194,96.669998,113.383064,123.18
"2016-11-10",91.343002,94.339996,112.657402,120.800003
"2016-11-11",93.959396,92.989998,111.649002,119.019997
"2016-11-14",94.190254,89.769997,109.886673,115.080002
"2016-11-15",93.97863,91,109.622795,117.199997
"2016-11-16",95.344551,92.860001,109.660484,116.339996
"2016-11-17",95.58503,94.07,109.858398,117.790001
"2016-11-18",94.498062,93.389999,109.469337,117.019997
"2016-11-21",93.911301,93.410004,109.127724,121.769997
"2016-11-22",93.988251,93.209999,106.983124,121.470001
"2016-11-23",94.517311,93.029999,107.296265,120.839996
"2016-11-25",95.055969,93.010002,108.302147,120.379997
"2016-11-28",95.200256,93.760002,107.353218,120.410004
"2016-11-29",95.873589,94.989998,106.736397,120.870003
"2016-11-30",95.344551,94.019997,105.616661,118.419998
"2016-12-01",95.171402,89.860001,105.692558,115.099998
"2016-12-02",94.748169,90.480003,106.24295,115.400002
"2016-12-05",96.152557,90.989998,106.223976,117.43
"2016-12-06",96.825897,90.400002,106.337845,117.309998
"2016-12-07",98.105232,91.07,105.426857,117.949997
"2016-12-08",100.208656,92.309998,105.322479,118.910004
"2016-12-09",101.643257,93.279999,106.527618,119.68
"2016-12-12",100.867798,92.470001,109.469337,117.769997
"2016-12-13",100.664246,92.160004,109.972267,120.309998
"2016-12-14",100.858109,91.190002,109.118225,120.209999
"2016-12-15",101.187675,88.849998,109.972267,120.57
"2016-12-16",100.722404,88.669998,109.962769,119.870003
"2016-12-19",102.069771,88.93,110.095619,119.239998
"2016-12-20",102.224854,89.839996,109.754021,119.089996
"2016-12-21",102.321785,89.25,109.421883,119.040001
"2016-12-22",102.186081,86.800003,109.545258,117.400002
"2016-12-23",101.92437,86.790001,110.038704,117.269997
"2016-12-27",101.943748,87.540001,109.991249,118.010002
"2016-12-28",101.100441,87.370003,109.22261,116.919998
"2016-12-29",101.352463,87.330002,109.59269,116.349998
"2016-12-30",101.022896,87.809998,109.326996,115.050003
"2017-01-03",102.825844,88.599998,109.924828,116.860001
"2017-01-04",104.144119,90.510002,109.74453,118.690002
"2017-01-05",104.085953,94.370003,110.892738,120.669998
"2017-01-06",105.636887,93.889999,110.361336,123.410004
"2017-01-09",105.035889,94.720001,110.342361,124.900002
"2017-01-10",105.055283,96.75,110.228485,124.349998
"2017-01-11",106.082764,96.940002,108.871513,126.089996
"2017-01-12",104.231361,95.900002,108.767128,126.620003
"2017-01-13",104.745094,96.269997,108.748138,128.339996
"2017-01-17",104.657867,96.120003,109.004356,127.870003
"2017-01-18",104.842033,96,108.843033,127.919998
"2017-01-19",103.989021,96.169998,108.368553,127.550003
"2017-01-20",104.357368,96.059998,108.321114,127.040001
"2017-01-23",103.833939,98.410004,108.093376,128.929993
"2017-01-24",104.590004,101.43,106.053169,129.369995
"2017-01-25",104.725708,104.059998,107.040054,131.479996
"2017-01-26",104.745094,102.75,106.129074,132.779999
"2017-01-27",105.947067,102.07,107.590439,132.179993
"2017-01-30",107.536743,101.019997,107.353218,130.979996
"2017-01-31",107.255653,101.309998,107.467072,130.320007
"2017-02-01",107.885712,101.57,107.448105,133.229996
"2017-02-02",107.216873,100.839996,107.770737,130.839996
"2017-02-03",106.916389,100.389999,107.837166,130.979996
"2017-02-06",106.208778,100.900002,107.609428,132.059998
"2017-02-07",105.65625,100.830002,107.685333,131.839996
"2017-02-08",105.65625,103.57,107.609428,134.199997
"2017-02-09",106.131226,103.339996,108.254684,134.139999
"2017-02-10",105.908287,102.360001,109.355469,134.190002
"2017-02-13",106.286324,103.099998,109.962769,134.050003
"2017-02-14",106.945465,101.589996,110.418266,133.850006
"2017-02-15",106.800064,101.550003,111.21537,133.440002
"2017-02-16",107.313797,100.82,112.050446,133.839996
"2017-02-17",106.683739,100.519997,112.790611,133.529999
"2017-02-21",106.635284,102.120003,113.549774,133.720001
"2017-02-22",106.741905,104.199997,113.416908,136.119995
"2017-02-23",106.363869,102.459999,115.485588,135.360001
"2017-02-24",106.935768,102.949997,117.233635,135.440002
"2017-02-27",106.848534,103.599998,116.918419,136.410004
"2017-02-28",106.712822,102.900002,116.736923,135.539993
"2017-03-01",107.633675,104.040001,118.313034,137.419998
"2017-03-02",107.197479,103.190002,118.093338,136.759995
"2017-03-03",107.827545,103.309998,118.24617,137.169998
"2017-03-06",107.275032,102.309998,118.169754,137.419998
"2017-03-07",107.459206,102.629997,118.28437,137.300003
"2017-03-08",107.439812,103.220001,118.542282,137.720001
"2017-03-09",107.623985,103.239998,120.309433,138.240005
"2017-03-10",107.517357,103.389999,120.557793,138.789993
"2017-03-13",108.098953,105.18,121.006744,139.600006
"2017-03-14",108.864723,104.25,121.360184,139.320007
"2017-03-15",108.438225,103.690002,123.184639,139.720001
"2017-03-16",108.283119,105.629997,122.707031,139.990005
"2017-03-17",108.331596,105.610001,122.324928,139.839996
"2017-03-20",109.252449,107.25,122.334496,139.940002
"2017-03-21",108.321899,105.089996,121.551224,138.509995
"2017-03-22",108.641777,106.089996,120.60556,139.589996
"2017-03-23",108.796875,108.25,120.261673,139.529999
"2017-03-24",108.699944,108.040001,119.860489,140.339996
"2017-03-27",108.932579,108.080002,120.166161,140.320007
"2017-03-28",109.582031,107.800003,120.032417,141.759995
"2017-03-29",109.077965,109.510002,119.325562,142.649994
"2017-03-30",109.708031,108.849998,119.077217,142.410004
"2017-03-31",109.911591,107.830002,118.972145,142.050003
"2017-04-03",109.727425,108.089996,119.105873,142.279999
"2017-04-04",109.572327,107.519997,119.096313,141.729996
"2017-04-05",109.533554,107.440002,119.210945,141.850006
"2017-04-06",109.582031,108.040001,119.449753,141.169998
"2017-04-07",109.126442,108.989998,119.325562,140.779999
"2017-04-10",108.981041,111.699997,118.771538,141.039993
"2017-04-11",109.601402,110.440002,118.656906,139.919998
"2017-04-12",109.572327,110.629997,119.784065,139.580002
"2017-04-13",109.727425,110.209999,119.39241,139.389999
"2017-04-17",110.289627,111.760002,120.089745,141.419998
"2017-04-18",110.68705,111.230003,116.36438,140.960007
"2017-04-19",110.241173,110.760002,115.934555,142.270004
"2017-04-20",111.268646,112.959999,116.412163,143.800003
"2017-04-21",110.929382,113.110001,116.307091,143.679993
"2017-04-24",110.21209,114.860001,117.386482,145.470001
"2017-04-25",111.646683,115.480003,117.90229,146.490005
"2017-04-26",112.034409,114.970001,117.978706,146.559998
"2017-04-27",112.28643,115.43,118.198402,147.699997
"2017-04-28",112.053802,115.5,117.940506,150.25
"2017-05-01",111.210487,116.68,117.816315,152.460007
"2017-05-02",110.861534,118.089996,118.160194,152.779999
"2017-05-03",108.195885,116.57,117.806763,151.800003
"2017-05-04",107.759682,115.860001,118.399002,150.850006
"2017-05-05",108.554535,116.040001,117.978706,150.240005
"2017-05-08",108.002022,116.860001,117.730347,151.059998
"2017-05-09",108.63208,120,117.692146,150.479996
"2017-05-10",106.296028,119.980003,117.310051,150.289993
"2017-05-11",106.21846,120.160004,117.682594,150.039993
"2017-05-12",106.325096,120.339996,118.10289,150.330002
"2017-05-15",105.782272,121.400002,121.302856,150.190002
"2017-05-16",104.667557,124.019997,122.047928,149.779999
"2017-05-17",103.048782,120.720001,120.997192,144.850006
"2017-05-18",103.407433,121.269997,121.28376,147.660004
"2017-05-19",104.221664,123.220001,121.312408,148.059998
"2017-05-22",104.328285,124.75,121.56076,148.240005
"2017-05-23",103.737,122.93,121.809113,148.070007
"2017-05-24",104.40583,122.809998,121.799583,150.039993
"2017-05-25",103.979324,123.629997,122.626511,151.960007
"2017-05-26",105.084366,123.989998,122.039963,152.130005
"2017-05-30",105.016502,123.910004,122.222656,152.380005
"2017-05-31",104.628792,122.459999,123.318825,151.460007
"2017-06-01",104.890495,123.970001,123.828445,151.529999
"2017-06-02",103.89209,124.129997,125.078476,153.610001
"2017-06-05",103.252335,125.370003,125.347694,153.630005
"2017-06-06",102.263634,124.620003,125.799629,152.809998
"2017-06-07",102.670746,125.639999,125.722694,153.119995
"2017-06-08",101.11982,142.339996,125.530388,154.710007
"2017-06-09",102.379951,139.440002,126.472687,149.600006
"2017-06-12",103.756386,139.080002,126.751564,148.440002
"2017-06-13",103.291107,136.600006,126.943871,150.679993
"2017-06-14",102.883995,136.669998,127.665016,150.25
"2017-06-15",102.728905,135.080002,127.924644,149.800003
"2017-06-16",102.273315,134.869995,129.184296,150.639999
"2017-06-19",102.137619,139.470001,128.915054,152.869995
"2017-06-20",100.751488,138.380005,129.059296,152.25
"2017-06-21",101.585106,143.289993,129.722748,153.910004
"2017-06-22",101.022896,142.270004,130.818939,153.399994
"2017-06-23",101.1586,143.009995,131.184296,155.070007
"2017-06-26",102.33149,142.729996,131.097748,153.589996
"2017-06-27",102.176384,141.529999,129.818893,150.580002
"2017-06-28",103.581909,143.949997,128.674683,153.240005
"2017-06-29",102.467186,140.809998,127.540031,151.039993
"2017-06-30",102.990623,140.899994,127.203499,150.979996
"2017-07-03",104.163506,140.990005,127.790009,148.429993
"2017-07-05",102.389633,144.869995,128.501572,150.339996
"2017-07-06",100.924843,142.199997,127.424644,148.820007
"2017-07-07",100.895546,142.429993,127.443855,151.440002
"2017-07-10",101.159203,143.809998,126.491943,153.5
"2017-07-11",101.403328,145.809998,126.184242,155.270004
"2017-07-12",101.930656,149,127.145782,158.899994
"2017-07-13",101.842781,149.520004,126.790016,159.259995
"2017-07-14",102.624001,151.830002,127.501572,159.970001
"2017-07-17",102.331047,151.229996,127.068855,159.729996
"2017-07-18",103.268517,153.75,129.290054,162.860001
"2017-07-19",104.313416,153.149994,130.011215,164.139999
"2017-07-20",104.840744,152.110001,131.318939,164.529999
"2017-07-21",104.577072,151.889999,130.107361,164.429993
"2017-07-24",104.489189,152.259995,127.895798,166
"2017-07-25",103.922791,152.440002,126.80925,165.279999
"2017-07-26",104.430603,155.789993,125.915016,165.610001
"2017-07-27",107.418793,154.149994,125.799629,170.440002
"2017-07-28",107.37973,157.559998,126.780411,172.449997
"2017-07-31",107.350433,154.949997,127.616951,169.25
"2017-08-01",108.014481,154.729996,127.415039,169.860001
"2017-08-02",106.119995,151.910004,127.078491,169.300003
"2017-08-03",106.559441,153.320007,128.222733,168.589996
"2017-08-04",105.162994,153.330002,128.059265,169.619995
"2017-08-07",103.854439,158.839996,127.751572,171.979996
"2017-08-08",104.469658,157.5,127.184258,171.229996
"2017-08-09",100.417038,157.490005,128.10733,171.179993
"2017-08-10",98.971764,151.770004,127.97274,167.399994
"2017-08-11",99.596748,151.699997,127.982361,168.080002
"2017-08-14",99.020599,154.610001,128.347733,170.75
"2017-08-15",99.128021,157.75,128.251602,171
"2017-08-16",99.801819,159.5,129.011215,170
"2017-08-17",99.00106,163.919998,127.924644,166.910004
"2017-08-18",98.337021,167.5,127.530418,167.410004
"2017-08-21",98.79599,169.25,128.318893,167.779999
"2017-08-22",100.358444,174.460007,129.520828,169.639999
"2017-08-23",99.118248,175.800003,127.693878,168.710007
"2017-08-24",99.137772,175,127.780403,167.740005
"2017-08-25",100.006897,171.740005,127.422371,166.320007
"2017-08-28",100.153374,168.300003,127.480446,167.240005
"2017-08-29",100.163132,167.410004,127.935249,168.050003
"2017-08-30",100.4561,171.25,126.832123,169.919998
"2017-08-31",98.825287,171.740005,128.090057,171.970001
"2017-09-01",99.118248,171.039993,126.793404,172.020004
"2017-09-05",99.215904,169.919998,125.699921,170.720001
"2017-09-06",99.118248,168.139999,126.445023,172.089996
"2017-09-07",94.782433,170.479996,127.915878,173.210007
"2017-09-08",94.792198,169,126.745026,170.949997
"2017-09-11",94.811729,174.059998,128.902924,173.509995
"2017-09-12",95.592957,175.309998,128.34166,172.960007
"2017-09-13",96.501137,178.970001,128.167465,173.050003
"2017-09-14",95.60273,177.100006,129.841537,170.960007
"2017-09-15",96.208168,176.699997,130.102814,171.639999
"2017-09-18",95.798035,179.979996,131.002747,170.009995
"2017-09-19",96.120285,180.070007,130.847931,172.520004
"2017-09-20",96.881981,177.949997,128.912582,172.169998
"2017-09-21",96.569489,177.389999,127.490112,171.110001
"2017-09-22",96.286301,178.139999,127.141754,170.539993
"2017-09-25",97.233536,169.589996,126.928848,162.869995
"2017-09-26",96.31559,167.020004,126.706306,164.210007
"2017-09-27",96.911278,170.990005,125.554787,167.679993
"2017-09-28",95.749207,170.240005,125.283829,168.729996
"2017-09-29",96.257004,172.710007,125.806374,170.869995
"2017-10-02",97.516731,173.610001,126.977257,169.470001
"2017-10-03",98.424911,178.559998,127.828812,169.960007
"2017-10-04",98.190544,178.710007,128.593246,168.419998
"2017-10-05",97.760864,178.889999,128.883575,171.240005
"2017-10-06",97.721802,179.199997,128.912582,172.229996
"2017-10-09",97.233536,182.089996,129.135162,172.5
"2017-10-10",97.243309,183.119995,129.570602,171.589996
"2017-10-11",96.237473,184.690002,132.231674,172.740005
"2017-10-12",94.655487,180.529999,132.405853,172.550003
"2017-10-13",95.094925,178.449997,132.018784,173.740005
"2017-10-16",95.827324,179.559998,131.718811,174.520004
"2017-10-17",96.051933,175.320007,136.237823,176.110001
"2017-10-18",95.944511,179.610001,136.131378,176.029999
"2017-10-19",96.686684,177.929993,137.447418,174.559998
"2017-10-20",97.067528,177.320007,137.795776,174.979996
"2017-10-23",96.383949,173.130005,138.976318,171.270004
"2017-10-24",95.983566,173.699997,137.060333,171.800003
"2017-10-25",95.505081,170.220001,137.757065,170.600006
"2017-10-26",96.247231,170.320007,137.224838,170.630005
"2017-10-27",96.003098,176.149994,137.195816,177.880005
"2017-10-30",95.739441,181.580002,135.473373,179.869995
"2017-10-31",95.514832,184.889999,134.902435,180.059998
"2017-11-01",96.706207,186.080002,135.45401,182.660004
"2017-11-02",96.04216,184.809998,135.405624,178.919998
"2017-11-03",96.325356,183.210007,135.550797,178.919998
"2017-11-06",98.278427,187.839996,135.241119,180.169998
"2017-11-07",99.22567,188.509995,135.250809,180.25
"2017-11-08",98.805756,185.899994,136.750702,179.559998
"2017-11-09",100.270561,185.130005,135.812057,179.300003
"2017-11-10",102.321281,186.410004,135.047592,178.460007
"2017-11-13",102.282219,184.539993,135.241119,178.770004
"2017-11-14",100.749054,181.789993,134.979858,178.070007
"2017-11-15",101.256866,181.479996,134.602478,177.949997
"2017-11-16",101.168968,185.429993,134.379898,179.589996
"2017-11-17",101.012726,185.130005,133.53804,179
"2017-11-20",100.338921,188,133.470291,178.740005
"2017-11-21",100.583054,190.899994,133.867035,181.860001
"2017-11-22",100.329147,189.839996,132.850983,180.869995
"2017-11-24",100.231499,191.190002,133.547699,182.779999
"2017-11-27",100.377983,188.029999,134.453171,183.029999
"2017-11-28",100.983429,186.690002,136.322449,182.419998
"2017-11-29",102.770485,179.910004,136.117996,175.130005
"2017-11-30",102.360344,177.080002,135.650665,177.179993
"2017-12-01",102.780258,174.610001,136.283508,175.100006
"2017-12-04",107.633629,169.580002,135.339111,171.470001
"2017-12-05",104.704025,168.960007,135.981674,172.830002
"2017-12-06",102.985321,172.630005,137.334976,176.059998
"2017-12-07",102.790024,174.470001,136.312714,180.139999
"2017-12-08",102.602989,177.619995,136.877396,179
"2017-12-11",105.162399,179.289993,137.412872,179.039993
"2017-12-12",105.753029,174.639999,138.83432,176.960007
"2017-12-13",105.930222,176.470001,139.116653,178.300003
"2017-12-14",108.844017,171.75,137.909409,178.389999
"2017-12-15",109.533081,173.550003,138.698029,180.179993
"2017-12-18",109.296829,173.369995,138.05545,180.820007
"2017-12-19",110.064659,171.279999,138.03598,179.509995
"2017-12-20",107.977753,172.639999,137.432358,177.889999
"2017-12-21",107.859619,175.320007,137.334976,177.449997
"2017-12-22",106.973671,176.289993,136.4198,177.199997
"2017-12-26",106.432259,172.330002,136.390594,175.990005
"2017-12-27",105.959755,172.970001,136.857941,177.619995
"2017-12-28",106.087715,172.300003,136.84819,177.919998
"2017-12-29",105.831787,172.429993,136.03038,176.460007
